STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
MI05,S. EUSANIO FORCONESE  ITALY,13.525255,42.289474,seismic,0.651509,0.0,A (inferred from geology),600.0,inferred_USGS,600.0
AQV,L AQUILA   V. ATERNO   CENTRO VALLE,13.343888,42.377222,seismic,0.644247,0.0,B,474.0,B,820.0
AQG,L AQUILA   V. ATERNO    COLLE GRILLI,13.337026,42.373474,seismic,0.479267,0.0,B,696.0,B,804.0
AQA,L AQUILA   V. ATERNO    F. ATERNO,13.339298,42.37553,seismic,0.435394,0.0,B,549.0,B,820.0
AQK,L AQUILA   V. ATERNO   AQUIL PARK ING.,13.400949,42.344967,seismic,0.35546,0.0,B,705.0,B,600.0
AQU,L AQUILA  ITALY,13.405,42.354,seismic,0.306426,0.0,B (inferred from geology),628.0,inferred_USGS,628.0
GSA,GRAN SASSO  LAB. INFN ASSERGI,13.519362,42.420689,seismic,0.27652,0.0,B,492.0,B,239.0
RM09,PIANO DI CASCINA  CAGNANO AMITERNO    AQ,13.18649,42.4355,seismic,0.147512,0.0,B (inferred from geology),559.0,inferred_USGS,559.0
RM14,BARISCIANO   AQ,13.57222,42.34536,seismic,0.130917,0.0,B (inferred from geology),569.0,inferred_USGS,569.0
AQM,L'AQUILA - V. ATERNO -  IL MORO,13.349262,42.378643,seismic,0.124261,0.0,B (inferred from geology),918.0,inferred_USGS,918.0
AQP,L'AQUILA - V. ATERNO -  M. PETTINO,13.368598,42.383686,seismic,0.092135,0.0,A,836.0,A,1000.0
CLN,CELANO,13.520722,42.085224,seismic,0.088468,0.0,B (inferred from geology),560.0,inferred_USGS,560.0
AQF,L AQUILA   V. ATERNO    FERRIERA,13.35474,42.380539,seismic,0.077231,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
BZZ,BAZZANO,13.468575,42.337025,seismic,0.068035,0.0,B,679.0,B,235.0
AVZ,AVEZZANO,13.425929,42.027458,seismic,0.067691,0.0,C,199.0,C,230.0
ORC,ORTUCCHIO  NUOVA,13.642346,41.953606,seismic,0.064076,0.0,B,767.0,B,231.0
MTR,MONTEREALE,13.244796,42.524021,seismic,0.061371,0.0,B,689.0,B,939.0
SUL,SULMONA,13.934,42.089,seismic,0.033624,0.0,A (inferred from geology),841.0,inferred_USGS,841.0
CHT,CHIETI,14.147809,42.369827,seismic,0.02943,0.0,B (inferred from geology),596.0,inferred_USGS,596.0
GSG,GRAN SASSO (LAB. INFN GALLERIA),13.55,42.46,seismic,0.029395,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
FMG,FIAMIGNANO,13.11722,42.268028,seismic,0.026324,0.0,B,790.0,B,1000.0
ANT,ANTRODOCO,13.078598,42.41811,seismic,0.025971,0.0,A,912.0,A,1000.0
GUMA,GUALDO DI MACERATA,13.3352,43.0627,seismic,0.020388,0.0,B,488.0,B,999.0
SCN,SCANNO,13.872396,41.918655,seismic,0.019367,0.0,A,839.0,A,1000.0
CSO1,CARSOLI1,13.088044,42.100933,seismic,0.018288,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
BOJS,BOJANCI  SL,15.2518,45.5043,seismic,0.014161,0.0,B (inferred from topography),356.0,inferred_USGS,356.0
SENI,SENIGALLIA,13.2331,43.7052,seismic,0.013376,0.0,C,242.0,C,522.0
CDS,CASTEL DI SANGRO,14.11187,41.78714,seismic,0.009952,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
TMO,TERMOLI,14.975007,41.989445,seismic,0.009843,0.0,B (inferred from geology),597.0,inferred_USGS,597.0
LSS,LEONESSA  NUOVA,12.968894,42.558243,seismic,0.009614,0.0,A,1091.0,A,607.0
SPO,SPOLETO,12.740602,42.733585,seismic,0.009575,0.0,A (inferred from geology),992.0,inferred_USGS,992.0
CSS,CASSINO,13.82309,41.48579,seismic,0.009442,0.0,B,648.0,B,230.0
CDCA,CITTA DI CASTELLO,12.2336,43.4584,seismic,0.009328,0.0,C,277.0,C,230.0
MMP,MOMPEO,12.748537,42.248547,seismic,0.008845,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
SPC,SPOLETO (CANTINA),12.739693,42.743469,seismic,0.007555,0.0,C (inferred from geology),607.0,inferred_USGS,607.0
ISR,ISERNIA,14.2359,41.6106,seismic,0.007186,0.0,B (inferred from geology),882.0,inferred_USGS,882.0
PTF,PETRELLA TIFERNINA,14.7024,41.6963,seismic,0.006865,0.0,B (inferred from geology),999.0,inferred_USGS,999.0
SBC,SUBIACO,13.105518,41.913158,seismic,0.006647,0.0,A,1298.0,A,1000.0
ASS,ASSISI,12.604141,43.074982,seismic,0.006047,0.0,A (inferred from geology),623.0,inferred_USGS,623.0
SCP,SERRACAPRIOLA,15.164646,41.807213,seismic,0.005643,0.0,B (inferred from geology),598.0,inferred_USGS,598.0
